R2-C6-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 2034
R2-C5-N2-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR2 1990
R2-C7-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1960
R2-C4-N3-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR2 1932
R3-C13-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 1897
R1-C4-N0-O2-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1863
R3-C12-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1849
R3-C13-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1764
R3-C10-N3-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 1730
R2-C5-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1641
R2-C9-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1620
R2-C6-N2-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1616
R2-C8-N3-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1604
R4-C16-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 1602
R3-C10-N3-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1601
R1-C4-N2-O1-F0-P0-S0-Cl0-Br0-I0-Bes1-AR0 1595
R2-C5-N3-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR2 1573
R3-C12-N1-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR2 1567
R1-C2-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1508
R2-C7-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1489
R3-C12-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 1470
R2-C6-N2-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR1 1461
R1-C3-N0-O2-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1389
R1-C3-N3-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1382
R1-C4-N1-O0-F0-P0-S1-Cl0-Br0-I0-Bes1-AR0 1375
R2-C6-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1365
R1-C3-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1347
R3-C14-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 1346
R3-C14-N0-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 1343
R2-C8-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1332
R1-C3-N2-O0-F0-P0-S1-Cl0-Br0-I0-Bes1-AR0 1323
R1-C2-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1316
R3-C11-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 1315
R3-C13-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1265
R2-C6-N3-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1253
R2-C6-N1-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR0 1250
R3-C10-N2-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR3 1242
R3-C9-N4-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 1241
R3-C13-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 1220
R2-C9-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1195
R3-C10-N2-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 1171
R2-C6-N4-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1161
R2-C7-N3-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 1153
R1-C4-N0-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1152
R3-C10-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 1123
R3-C14-N0-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1117
R3-C12-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1098
R4-C15-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR4 1090
R3-C12-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 1082
R1-C5-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes1-AR0 1061
R1-C7-N0-O0-F0-P0-S0-Cl0-Br0-I0-Bes1-AR0 1033
R1-C4-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes1-AR0 1027
R3-C11-N3-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 1021
R2-C8-N2-O1-F0-P0-S0-Cl0-Br0-I0-Bes1-AR2 1021
R2-C9-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes1-AR2 1015
R2-C7-N2-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 1006
R3-C11-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 999
R2-C8-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 974
R4-C15-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 974
R3-C12-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 966
R1-C5-N0-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR0 960
R2-C5-N4-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 955
R3-C10-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 947
R3-C10-N4-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 945
R2-C6-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 920
R3-C13-N1-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR2 917
R1-C8-N0-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 906
R2-C6-N2-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 905
R2-C7-N1-O2-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 903
R2-C3-N4-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR2 882
R2-C7-N2-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 858
R3-C11-N1-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR3 853
R3-C12-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 844
R3-C12-N0-O2-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 843
R2-C5-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 836
R2-C9-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 830
R2-C6-N0-O2-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 824
R4-C16-N0-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 824
R3-C11-N0-O2-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 819
R2-C5-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 817
R3-C9-N3-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR2 815
R2-C9-N0-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR1 812
R3-C6-N6-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 800
R3-C11-N3-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 787
R2-C9-N0-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 786
R2-C6-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 783
R3-C12-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 766
R4-C15-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 759
R2-C9-N1-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR1 755
R2-C8-N2-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 754
R3-C13-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 748
R3-C14-N0-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 743
R2-C7-N1-O2-F0-P0-S1-Cl0-Br0-I0-Bes2-AR1 735
R3-C9-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 729
R1-C6-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes1-AR0 729
R2-C8-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 727
R2-C6-N3-O1-F0-P0-S0-Cl0-Br0-I0-Bes1-AR2 727
R3-C11-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 715
R4-C14-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 712
R3-C11-N2-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 708
R3-C7-N5-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 699
R2-C6-N0-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 699
R4-C16-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 697
R4-C16-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 689
R4-C13-N0-O3-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 684
R2-C9-N0-O2-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 677
R2-C7-N1-O2-F0-P0-S0-Cl0-Br0-I0-Bes1-AR2 675
R3-C13-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 672
R3-C15-N0-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 670
R2-C7-N0-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR1 667
R1-C3-N2-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR0 654
R2-C10-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 654
R2-C9-N2-O1-F0-P0-S0-Cl0-Br0-I0-Bes1-AR1 648
R2-C4-N4-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR1 647
R3-C13-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 644
R3-C13-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 642
R3-C8-N5-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 641
R3-C12-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 639
R3-C9-N2-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR3 623
R2-C7-N2-O1-F0-P0-S0-Cl0-Br0-I0-Bes1-AR2 617
R3-C9-N2-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR2 616
R2-C8-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes1-AR1 616
R4-C17-N0-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 605
R3-C11-N1-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR2 600
R2-C9-N1-O0-F0-P0-S0-Cl0-Br0-I0-Bes1-AR1 591
R3-C11-N3-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR1 583
R2-C5-N3-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 575
R2-C9-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes1-AR1 571
R3-C11-N2-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR2 570
R3-C14-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 558
R3-C11-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR3 557
R2-C7-N3-O1-F0-P0-S0-Cl0-Br0-I0-Bes1-AR2 556
R1-C5-N1-O1-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 547
R3-C10-N1-O2-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 544
R2-C6-N1-O0-F0-P0-S1-Cl0-Br0-I0-Bes0-AR2 543
R4-C14-N3-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR2 541
R3-C7-N2-O0-F0-P0-S0-Cl0-Br0-I0-Bes0-AR0 540
R2-C9-N0-O1-F0-P0-S0-Cl0-Br0-I0-Bes1-AR1 529
